id_voto;dpi_ciudadano;mesa_id;fecha_hora
1675;9555590000000;702;2023-06-25 16:09
1676;4521350000000;922;2023-06-25 17:22
1677;1808720000000;660;2023-06-25 05:25
1678;1691340000000;832;2023-06-25 05:54
1679;7476160000000;608;2023-06-25 11:11
1680;1210830000000;943;2023-06-25 09:49
1681;9468650000000;794;2023-06-25 05:57
1682;6032280000000;628;2023-06-25 19:27
1683;8012740000000;806;2023-06-25 05:49
1684;1662690000000;778;2023-06-25 05:48
1685;6895410000000;660;2023-06-25 16:10
1686;8789250000000;826;2023-06-25 19:00
1687;9348440000000;806;2023-06-25 14:15
1688;9012520000000;678;2023-06-25 11:56
1689;9865710000000;947;2023-06-25 15:12
1690;8790020000000;776;2023-06-25 18:55
1691;9188130000000;985;2023-06-25 09:54
1692;9599750000000;796;2023-06-25 14:25
1693;5202710000000;872;2023-06-25 08:24
1694;2596510000000;806;2023-06-25 16:15
1695;3596340000000;613;2023-06-25 15:17
1696;3512080000000;650;2023-06-25 06:53
1697;6982110000000;675;2023-06-25 11:11
1698;8006330000000;980;2023-06-25 08:22
1699;3507270000000;886;2023-06-25 10:25
1700;7836790000000;744;2023-06-25 07:22
1701;1275000000000;831;2023-06-25 07:44
1702;4166570000000;999;2023-06-25 13:11
1703;6781020000000;984;2023-06-25 15:09
1704;4025480000000;926;2023-06-25 15:30
1705;6182870000000;869;2023-06-25 18:27
1706;3917660000000;608;2023-06-25 08:59
1707;8165980000000;855;2023-06-25 14:45
1708;4738840000000;711;2023-06-25 16:56
1709;3586580000000;761;2023-06-25 09:10
1710;2424080000000;712;2023-06-25 18:22
1711;5887030000000;759;2023-06-25 17:39
1712;7479470000000;925;2023-06-25 07:32
1713;1393120000000;805;2023-06-25 19:25
1714;7044810000000;773;2023-06-25 05:13
1715;6004080000000;738;2023-06-25 17:29
1716;5243310000000;647;2023-06-25 15:25
1717;1087310000000;675;2023-06-25 13:39
1718;2694860000000;865;2023-06-25 13:33
1719;9035950000000;877;2023-06-25 10:30
1720;9195210000000;927;2023-06-25 17:04
1721;7839700000000;736;2023-06-25 17:30
1722;8347510000000;731;2023-06-25 12:01
1723;5807740000000;814;2023-06-25 12:15
1724;2256800000000;887;2023-06-25 19:01
1725;6754600000000;953;2023-06-25 05:35
1726;6845820000000;767;2023-06-25 12:51
1727;4979030000000;883;2023-06-25 09:59
1728;6252500000000;989;2023-06-25 19:57
1729;8901560000000;675;2023-06-25 18:18
1730;7945700000000;662;2023-06-25 12:29
1731;1868320000000;730;2023-06-25 06:07
1732;9034250000000;863;2023-06-25 11:26
1733;1587420000000;805;2023-06-25 08:01
1734;4126570000000;699;2023-06-25 12:44
1735;8993730000000;855;2023-06-25 17:56
1736;9085680000000;685;2023-06-25 06:03
1737;2246790000000;810;2023-06-25 05:33
1738;1974640000000;917;2023-06-25 10:48
1739;8887260000000;779;2023-06-25 15:56
1740;6242680000000;941;2023-06-25 12:45
1741;1927480000000;758;2023-06-25 13:14
1742;7254690000000;763;2023-06-25 09:20
1743;5934430000000;704;2023-06-25 14:31
1744;2932180000000;863;2023-06-25 19:51
1745;4555040000000;636;2023-06-25 15:34
1746;4990350000000;701;2023-06-25 16:31
1747;2348300000000;940;2023-06-25 16:46
1748;3628070000000;608;2023-06-25 18:10
1749;1766310000000;762;2023-06-25 15:14
1750;3495740000000;672;2023-06-25 18:53
1751;4884250000000;987;2023-06-25 12:40
1752;8063580000000;987;2023-06-25 16:32
1753;5125950000000;966;2023-06-25 12:04
1754;4419700000000;903;2023-06-25 07:11
1755;6162450000000;726;2023-06-25 05:42
1756;2732220000000;781;2023-06-25 17:50
1757;1480450000000;935;2023-06-25 08:02
1758;6721260000000;881;2023-06-25 16:53
1759;1915570000000;873;2023-06-25 09:07
1760;1098200000000;960;2023-06-25 12:06
1761;7819030000000;619;2023-06-25 12:44
1762;3103010000000;771;2023-06-25 16:06
1763;4612500000000;766;2023-06-25 18:05
1764;5322030000000;827;2023-06-25 17:00
1765;7071250000000;947;2023-06-25 15:59
1766;7434000000000;670;2023-06-25 13:55
1767;5972580000000;889;2023-06-25 13:35
1768;2500730000000;767;2023-06-25 19:16
1769;6243530000000;722;2023-06-25 19:18
1770;2594860000000;976;2023-06-25 17:06
1771;3100050000000;677;2023-06-25 06:21
1772;4702310000000;802;2023-06-25 19:09
1773;6597870000000;691;2023-06-25 09:28
1774;5558630000000;884;2023-06-25 05:39
1775;9977670000000;657;2023-06-25 18:22
1776;1392880000000;793;2023-06-25 06:41
1777;6028140000000;964;2023-06-25 14:51
1778;4825490000000;876;2023-06-25 07:51
1779;7642490000000;764;2023-06-25 06:27
1780;7107360000000;728;2023-06-25 17:50
1781;7418510000000;952;2023-06-25 17:18
1782;1207280000000;994;2023-06-25 13:10
1783;5168870000000;720;2023-06-25 13:03
1784;7567690000000;712;2023-06-25 16:48
1785;2032230000000;731;2023-06-25 11:20
1786;5522290000000;702;2023-06-25 12:43
1787;5994530000000;945;2023-06-25 18:52
1788;6553650000000;900;2023-06-25 19:23
1789;9916030000000;910;2023-06-25 16:31
1790;5046530000000;895;2023-06-25 10:16
1791;9358060000000;701;2023-06-25 10:27
1792;2324940000000;801;2023-06-25 05:53
1793;5655360000000;670;2023-06-25 06:10
1794;9844600000000;985;2023-06-25 19:59
1795;1130540000000;711;2023-06-25 16:57
1796;6422630000000;903;2023-06-25 10:12
1797;6749250000000;624;2023-06-25 06:11
1798;1620010000000;982;2023-06-25 19:31
1799;9235060000000;794;2023-06-25 18:29
1800;3102650000000;18;2023-06-25 08:39
1801;3586440000000;68;2023-06-25 08:29
1802;6756470000000;46;2023-06-25 07:35
1803;9838650000000;51;2023-06-25 10:28
1804;1974310000000;46;2023-06-25 14:39
1805;8437690000000;57;2023-06-25 12:49
1806;6014120000000;77;2023-06-25 11:28
1807;5616350000000;41;2023-06-25 12:06
1808;8598640000000;8;2023-06-25 15:55
1809;4239920000000;28;2023-06-25 09:06
1810;4803620000000;71;2023-06-25 15:31
1811;2716510000000;92;2023-06-25 16:52
1812;7498550000000;88;2023-06-25 18:28
1813;6745330000000;92;2023-06-25 10:54
1814;3018440000000;35;2023-06-25 06:55
1815;3483730000000;100;2023-06-25 17:37
1816;6770110000000;88;2023-06-25 12:40
1817;3082720000000;28;2023-06-25 08:19
1818;5500640000000;79;2023-06-25 08:25
1819;4646930000000;52;2023-06-25 19:44
1820;4276320000000;62;2023-06-25 15:30
1821;5914010000000;95;2023-06-25 05:18
1822;8867030000000;12;2023-06-25 10:26
1823;8337280000000;3;2023-06-25 05:16
1824;4572890000000;39;2023-06-25 15:21
1825;8698470000000;46;2023-06-25 10:36
1826;8432170000000;70;2023-06-25 06:10
1827;6020350000000;67;2023-06-25 06:39
1828;7655430000000;70;2023-06-25 09:39
1829;7190450000000;12;2023-06-25 15:09
1830;9288630000000;88;2023-06-25 17:09
1831;7912770000000;20;2023-06-25 16:28
1832;4792100000000;82;2023-06-25 08:48
1833;9588270000000;81;2023-06-25 05:18
1834;1751710000000;74;2023-06-25 16:30
1835;1182100000000;92;2023-06-25 07:17
1836;6762280000000;34;2023-06-25 10:18
1837;4945060000000;42;2023-06-25 09:27
1838;5490340000000;12;2023-06-25 11:53
1839;5466420000000;59;2023-06-25 14:19
1840;1043730000000;86;2023-06-25 07:20
1841;4476750000000;68;2023-06-25 09:48
1842;9733190000000;56;2023-06-25 15:21
1843;5086680000000;16;2023-06-25 10:32
1844;5372170000000;44;2023-06-25 12:26
1845;9057910000000;100;2023-06-25 15:17
1846;9971740000000;38;2023-06-25 17:39
1847;1529220000000;27;2023-06-25 19:13
1848;3071440000000;16;2023-06-25 12:18
1849;3155950000000;39;2023-06-25 08:17
1850;3412230000000;70;2023-06-25 14:16
1851;7506130000000;4;2023-06-25 17:09
1852;3343560000000;39;2023-06-25 12:36
1853;8536110000000;5;2023-06-25 16:01
1854;9939120000000;93;2023-06-25 11:58
1855;6708750000000;4;2023-06-25 08:17
1856;3368970000000;47;2023-06-25 09:28
1857;5367120000000;19;2023-06-25 08:59
1858;8537360000000;78;2023-06-25 13:06
1859;1597860000000;80;2023-06-25 06:57
1860;9314690000000;95;2023-06-25 17:39
1861;1309250000000;27;2023-06-25 18:07
1862;4040140000000;24;2023-06-25 08:02
1863;1873760000000;76;2023-06-25 19:42
1864;4012000000000;96;2023-06-25 19:01
1865;2723970000000;70;2023-06-25 05:12
1866;3702650000000;52;2023-06-25 19:50
1867;1671170000000;17;2023-06-25 10:11
1868;2996790000000;74;2023-06-25 07:26
1869;7580190000000;28;2023-06-25 18:20
1870;8752230000000;1;2023-06-25 15:29
1871;4341080000000;45;2023-06-25 09:55
1872;7237130000000;74;2023-06-25 18:39
1873;7554180000000;97;2023-06-25 05:42
1874;8654980000000;77;2023-06-25 18:07
1875;5549170000000;95;2023-06-25 18:57
1876;5958160000000;17;2023-06-25 07:57
1877;8620920000000;84;2023-06-25 13:25
1878;9164510000000;88;2023-06-25 14:01
1879;8758230000000;10;2023-06-25 06:01
1880;4550570000000;100;2023-06-25 10:25
1881;1084390000000;27;2023-06-25 14:05
1882;5378880000000;45;2023-06-25 10:05
1883;3917050000000;89;2023-06-25 10:38
1884;2123610000000;84;2023-06-25 13:55
1885;7277070000000;38;2023-06-25 07:38
1886;7144440000000;93;2023-06-25 06:57
1887;7344100000000;53;2023-06-25 07:11
1888;8098450000000;13;2023-06-25 11:00
1889;1567450000000;47;2023-06-25 08:08
1890;8057870000000;39;2023-06-25 06:42
1891;3121600000000;84;2023-06-25 06:17
1892;1414330000000;62;2023-06-25 13:37
1893;6719990000000;17;2023-06-25 12:59
1894;6561110000000;60;2023-06-25 07:15
1895;7324870000000;12;2023-06-25 19:26
1896;8792270000000;75;2023-06-25 06:07
1897;8787370000000;65;2023-06-25 14:41
1898;1749200000000;90;2023-06-25 16:16
1899;3360840000000;71;2023-06-25 18:12
1900;3200940000000;10;2023-06-25 16:14
1901;3596690000000;1;2023-06-25 06:12
1902;4310490000000;33;2023-06-25 18:57
1903;4801790000000;65;2023-06-25 06:37
1904;9352410000000;74;2023-06-25 19:32
1905;5953850000000;31;2023-06-25 12:35
1906;8559490000000;26;2023-06-25 16:08
1907;5261200000000;17;2023-06-25 15:56
1908;7187900000000;81;2023-06-25 08:38
1909;8740960000000;48;2023-06-25 13:38
1910;1851510000000;94;2023-06-25 12:48
1911;8690460000000;14;2023-06-25 10:14
1912;8686070000000;72;2023-06-25 13:23
1913;3908810000000;32;2023-06-25 12:16
1914;3516480000000;9;2023-06-25 11:53
1915;9185140000000;88;2023-06-25 17:47
1916;8055090000000;94;2023-06-25 10:02
1917;8662580000000;28;2023-06-25 07:19
1918;2513240000000;6;2023-06-25 09:11
1919;8203310000000;7;2023-06-25 11:40
1920;8116410000000;48;2023-06-25 09:01
1921;6174270000000;31;2023-06-25 09:18
1922;9597060000000;86;2023-06-25 18:36
1923;3284640000000;76;2023-06-25 09:25
1924;6081120000000;66;2023-06-25 09:23
1925;4477300000000;29;2023-06-25 17:36
1926;2997080000000;6;2023-06-25 10:32
1927;2782940000000;96;2023-06-25 08:49
1928;2015520000000;76;2023-06-25 19:39
1929;6283950000000;81;2023-06-25 05:37
1930;6293020000000;20;2023-06-25 13:00
1931;4746230000000;24;2023-06-25 13:26
1932;8372690000000;71;2023-06-25 18:53
1933;1809380000000;4;2023-06-25 07:52
1934;7318870000000;90;2023-06-25 06:46
1935;1418400000000;60;2023-06-25 18:22
1936;6848400000000;11;2023-06-25 17:04
1937;3368590000000;75;2023-06-25 17:21
1938;1290020000000;11;2023-06-25 15:12
1939;1703880000000;23;2023-06-25 10:32
1940;7024200000000;11;2023-06-25 05:28
1941;6120610000000;18;2023-06-25 14:58
1942;8015280000000;55;2023-06-25 05:57
1943;7045660000000;40;2023-06-25 14:37
1944;7988280000000;38;2023-06-25 08:14
1945;1718140000000;90;2023-06-25 10:28
1946;7342700000000;66;2023-06-25 13:00
1947;3356400000000;88;2023-06-25 13:09
1948;2028290000000;56;2023-06-25 11:50
1949;2597940000000;100;2023-06-25 08:28
1950;1252070000000;25;2023-06-25 13:51
1951;9446060000000;78;2023-06-25 07:06
1952;7731560000000;1;2023-06-25 11:13
1953;5834040000000;2;2023-06-25 13:13
1954;9113540000000;63;2023-06-25 12:42
1955;3991390000000;5;2023-06-25 18:50
1956;7332950000000;92;2023-06-25 08:22
1957;6432080000000;27;2023-06-25 14:50
1958;7171830000000;79;2023-06-25 06:29
1959;9634050000000;16;2023-06-25 06:54
1960;5192060000000;73;2023-06-25 19:27
1961;7293470000000;51;2023-06-25 19:33
1962;8661840000000;35;2023-06-25 05:43
1963;6975820000000;5;2023-06-25 19:02
1964;1222980000000;56;2023-06-25 19:41
1965;2464570000000;23;2023-06-25 09:54
1966;1618710000000;7;2023-06-25 11:41
1967;5530140000000;85;2023-06-25 16:43
1968;6602750000000;40;2023-06-25 07:33
1969;6026830000000;45;2023-06-25 18:15
1970;2678860000000;67;2023-06-25 11:50
1971;2756250000000;33;2023-06-25 07:34
1972;6203400000000;11;2023-06-25 16:19
1973;6845340000000;66;2023-06-25 18:52
1974;3994100000000;42;2023-06-25 13:30
1975;3841820000000;60;2023-06-25 15:21
1976;7640450000000;50;2023-06-25 19:25
1977;8064510000000;9;2023-06-25 14:33
1978;8663370000000;99;2023-06-25 17:54
1979;8557330000000;27;2023-06-25 14:11
1980;8894810000000;3;2023-06-25 09:42
1981;2329180000000;13;2023-06-25 11:28
1982;3578990000000;99;2023-06-25 10:56
1983;9668180000000;5;2023-06-25 08:09
1984;3246480000000;51;2023-06-25 19:36
1985;5134830000000;45;2023-06-25 12:53
1986;7127260000000;92;2023-06-25 18:23
1987;4989640000000;55;2023-06-25 14:11
1988;6469970000000;62;2023-06-25 19:03
1989;9647020000000;63;2023-06-25 12:19
1990;2190950000000;54;2023-06-25 05:20
1991;3225500000000;56;2023-06-25 07:38
1992;2283590000000;62;2023-06-25 10:09
1993;9035090000000;36;2023-06-25 12:08
1994;2177870000000;15;2023-06-25 15:21
1995;5802690000000;50;2023-06-25 07:23
1996;4388720000000;15;2023-06-25 15:22
1997;9089310000000;78;2023-06-25 16:11
1998;3619290000000;37;2023-06-25 15:55
1999;1858160000000;28;2023-06-25 14:12
2000;4158180000000;6;2023-06-25 13:07
2001;5116050000000;20;2023-06-25 11:31
2002;7678520000000;67;2023-06-25 19:15
2003;8172420000000;26;2023-06-25 06:18
2004;9564200000000;14;2023-06-25 11:36
2005;9178340000000;16;2023-06-25 10:44
2006;7863790000000;42;2023-06-25 18:22
2007;2582320000000;98;2023-06-25 19:02
2008;5490390000000;3;2023-06-25 06:39
2009;5915820000000;60;2023-06-25 10:39
2010;1015950000000;60;2023-06-25 17:42
2011;8394050000000;71;2023-06-25 18:06
2012;3842260000000;33;2023-06-25 18:48
2013;5791420000000;64;2023-06-25 14:52
2014;6106240000000;46;2023-06-25 16:56
2015;4515480000000;25;2023-06-25 11:02
2016;3699050000000;88;2023-06-25 15:42
2017;6151250000000;12;2023-06-25 15:22
2018;3461700000000;16;2023-06-25 05:49
2019;2460470000000;10;2023-06-25 15:28
2020;1284130000000;49;2023-06-25 10:10
2021;4757830000000;17;2023-06-25 18:04
2022;7245960000000;23;2023-06-25 08:22
2023;4071010000000;29;2023-06-25 07:17
2024;1002330000000;16;2023-06-25 11:01
2025;9589670000000;34;2023-06-25 17:05
2026;6206540000000;13;2023-06-25 06:01
2027;4039560000000;99;2023-06-25 10:30
2028;9491170000000;50;2023-06-25 08:48
2029;5944630000000;99;2023-06-25 17:15
2030;6410410000000;30;2023-06-25 13:12
2031;5240050000000;86;2023-06-25 07:31
2032;7381410000000;96;2023-06-25 17:46
2033;8003560000000;35;2023-06-25 18:04
2034;6292670000000;28;2023-06-25 07:45
2035;6653700000000;77;2023-06-25 07:44
2036;9202990000000;69;2023-06-25 14:57
2037;4275230000000;26;2023-06-25 11:17
2038;3751020000000;91;2023-06-25 05:06
2039;7652670000000;82;2023-06-25 08:53
2040;5754980000000;35;2023-06-25 09:56
2041;3370340000000;67;2023-06-25 08:34
2042;7643300000000;3;2023-06-25 08:10
2043;8712580000000;39;2023-06-25 13:22
2044;3306580000000;82;2023-06-25 12:17
2045;1311350000000;39;2023-06-25 18:00
2046;5146600000000;40;2023-06-25 09:35
2047;3730470000000;20;2023-06-25 06:50
2048;3220420000000;39;2023-06-25 11:52
2049;1563730000000;2;2023-06-25 13:56
2050;4372960000000;18;2023-06-25 05:59
2051;8890990000000;25;2023-06-25 06:47
2052;8958120000000;49;2023-06-25 13:28
2053;3541920000000;59;2023-06-25 15:56
2054;8877430000000;47;2023-06-25 08:20
2055;9719000000000;49;2023-06-25 16:50
2056;7657240000000;49;2023-06-25 18:47
2057;3894490000000;5;2023-06-25 11:07
2058;4592690000000;29;2023-06-25 08:46
2059;8962240000000;178;2023-06-25 16:55
2060;6659330000000;173;2023-06-25 09:16
2061;7770820000000;159;2023-06-25 11:52
2062;1304710000000;180;2023-06-25 13:09
2063;2152390000000;191;2023-06-25 05:40
2064;6775200000000;148;2023-06-25 13:37
2065;5118560000000;182;2023-06-25 06:02
2066;4166870000000;104;2023-06-25 14:32
2067;6039720000000;167;2023-06-25 17:41
2068;7755710000000;187;2023-06-25 16:12
2069;9245200000000;168;2023-06-25 18:44
2070;1483720000000;177;2023-06-25 11:25
2071;2367370000000;191;2023-06-25 15:50
2072;9857730000000;175;2023-06-25 08:10
2073;5457520000000;102;2023-06-25 16:27
2074;3504000000000;185;2023-06-25 19:39
2075;9747170000000;191;2023-06-25 06:57
2076;9164040000000;122;2023-06-25 07:28
2077;9892690000000;193;2023-06-25 11:06
2078;5307330000000;163;2023-06-25 08:54
2079;8284640000000;170;2023-06-25 13:44
2080;6279930000000;163;2023-06-25 08:07
2081;5062870000000;190;2023-06-25 09:35
2082;6965170000000;139;2023-06-25 07:20
2083;9838820000000;156;2023-06-25 13:47
2084;2289440000000;194;2023-06-25 06:42
2085;8903090000000;121;2023-06-25 07:53
2086;2751380000000;154;2023-06-25 19:08
2087;3236470000000;100;2023-06-25 06:21
2088;8972060000000;157;2023-06-25 09:41
2089;1430930000000;192;2023-06-25 10:21
2090;6380950000000;149;2023-06-25 10:00
2091;6045550000000;196;2023-06-25 15:16
2092;7657160000000;118;2023-06-25 12:20
2093;6575630000000;139;2023-06-25 06:56
2094;5236330000000;121;2023-06-25 07:07
2095;2367740000000;126;2023-06-25 17:53
2096;5390580000000;100;2023-06-25 13:46
2097;4130140000000;134;2023-06-25 15:54
2098;5352120000000;165;2023-06-25 19:07
2099;9143330000000;197;2023-06-25 16:40
2100;5634940000000;117;2023-06-25 10:24
2101;8606090000000;117;2023-06-25 11:32
2102;7704910000000;101;2023-06-25 08:26
2103;6748920000000;171;2023-06-25 13:26
2104;4703710000000;145;2023-06-25 19:47
2105;5237150000000;127;2023-06-25 17:23
2106;1655630000000;114;2023-06-25 18:10
2107;3228780000000;143;2023-06-25 06:00
2108;1864540000000;192;2023-06-25 18:28
2109;8048070000000;100;2023-06-25 10:57
2110;1448330000000;134;2023-06-25 06:51
2111;7760140000000;189;2023-06-25 05:27
2112;1632790000000;128;2023-06-25 15:58
2113;3511890000000;171;2023-06-25 15:22
2114;8848280000000;126;2023-06-25 10:29
2115;6028980000000;162;2023-06-25 05:32
2116;4025790000000;139;2023-06-25 19:12
2117;1555580000000;188;2023-06-25 15:09
2118;4524070000000;191;2023-06-25 07:52
2119;8996010000000;189;2023-06-25 10:14
2120;4526040000000;172;2023-06-25 19:28
2121;1793920000000;167;2023-06-25 05:33
2122;6036600000000;169;2023-06-25 17:18
2123;7547480000000;156;2023-06-25 15:28
2124;9103900000000;110;2023-06-25 15:02
2125;2400810000000;115;2023-06-25 14:46
2126;7939650000000;196;2023-06-25 13:17
2127;5897080000000;162;2023-06-25 06:20
2128;7628070000000;103;2023-06-25 19:20
2129;4692850000000;188;2023-06-25 06:54
2130;5830440000000;108;2023-06-25 12:57
2131;6969600000000;173;2023-06-25 13:46
2132;1510450000000;115;2023-06-25 13:47
2133;7358540000000;129;2023-06-25 16:30
2134;3041590000000;171;2023-06-25 10:07
2135;7329000000000;150;2023-06-25 06:17
2136;1970370000000;106;2023-06-25 15:04
2137;8663150000000;150;2023-06-25 12:36
2138;5326170000000;173;2023-06-25 06:38
2139;9678850000000;179;2023-06-25 05:16
2140;6102730000000;122;2023-06-25 05:39
2141;9787190000000;180;2023-06-25 18:34
2142;2977370000000;167;2023-06-25 14:47
2143;4045510000000;139;2023-06-25 18:19
2144;1288550000000;132;2023-06-25 06:55
2145;9839530000000;135;2023-06-25 08:22
2146;5844340000000;170;2023-06-25 10:52
2147;4107710000000;145;2023-06-25 06:08
2148;6166070000000;168;2023-06-25 17:34
2149;4463590000000;172;2023-06-25 17:59
2150;5423040000000;161;2023-06-25 12:47
2151;7305030000000;139;2023-06-25 07:21
2152;9751040000000;145;2023-06-25 05:42
2153;7060670000000;171;2023-06-25 09:59
2154;5632750000000;150;2023-06-25 08:31
2155;7924510000000;154;2023-06-25 10:35
2156;9423610000000;195;2023-06-25 08:56
2157;8745920000000;103;2023-06-25 17:07
2158;5888990000000;200;2023-06-25 10:00
2159;9398390000000;193;2023-06-25 10:17
2160;3626550000000;169;2023-06-25 10:03
2161;2737470000000;145;2023-06-25 09:50
2162;6735120000000;180;2023-06-25 16:22
2163;6484170000000;150;2023-06-25 09:20
2164;1022300000000;188;2023-06-25 17:45
2165;8705010000000;109;2023-06-25 14:31
2166;5290460000000;164;2023-06-25 06:58
2167;9548090000000;168;2023-06-25 09:22
2168;9097650000000;144;2023-06-25 06:21
2169;6392020000000;188;2023-06-25 14:54
2170;9388660000000;106;2023-06-25 13:23
2171;4201460000000;191;2023-06-25 17:02
2172;6754920000000;139;2023-06-25 13:36
2173;5468380000000;165;2023-06-25 16:37
2174;1706820000000;176;2023-06-25 09:54
2175;1535450000000;161;2023-06-25 12:00
2176;1465290000000;141;2023-06-25 12:37
2177;3146040000000;123;2023-06-25 06:52
2178;3722010000000;187;2023-06-25 12:07
2179;8954380000000;196;2023-06-25 15:49
2180;9632420000000;157;2023-06-25 07:33
2181;6176080000000;146;2023-06-25 19:42
2182;9930430000000;108;2023-06-25 10:51
2183;2023250000000;190;2023-06-25 16:44
2184;2222400000000;125;2023-06-25 11:30
2185;3945130000000;122;2023-06-25 13:50
2186;8168310000000;158;2023-06-25 17:29
2187;8680380000000;120;2023-06-25 05:15
2188;3577200000000;125;2023-06-25 05:59
2189;9414400000000;110;2023-06-25 09:04
2190;6919760000000;182;2023-06-25 10:18
2191;3576550000000;134;2023-06-25 12:08
2192;4542050000000;131;2023-06-25 12:47
2193;2817470000000;179;2023-06-25 14:13
2194;6470670000000;159;2023-06-25 08:18
2195;9573160000000;192;2023-06-25 12:29
2196;9846640000000;171;2023-06-25 18:35
2197;8558110000000;155;2023-06-25 08:34
2198;8390960000000;162;2023-06-25 16:05
2199;1050800000000;131;2023-06-25 18:56
2200;8528840000000;103;2023-06-25 11:53
2201;9004340000000;150;2023-06-25 06:05
2202;5179390000000;126;2023-06-25 10:47
2203;5795510000000;119;2023-06-25 17:42
2204;2062490000000;151;2023-06-25 12:35
2205;9874770000000;128;2023-06-25 07:19
2206;9836670000000;164;2023-06-25 19:46
2207;8522280000000;117;2023-06-25 05:59
2208;9214540000000;154;2023-06-25 08:22
2209;3777790000000;105;2023-06-25 10:24
2210;9426200000000;172;2023-06-25 14:03
2211;2554950000000;170;2023-06-25 18:47
2212;2555840000000;185;2023-06-25 08:57
2213;5464330000000;141;2023-06-25 19:02
2214;9536810000000;141;2023-06-25 15:30
2215;1668890000000;168;2023-06-25 16:53
2216;2487280000000;189;2023-06-25 12:26
2217;5828700000000;182;2023-06-25 08:22
2218;8263090000000;200;2023-06-25 05:04
2219;2474560000000;128;2023-06-25 08:35
2220;6908040000000;113;2023-06-25 13:38
2221;1202430000000;135;2023-06-25 07:48
2222;1347370000000;159;2023-06-25 08:33
2223;2709260000000;138;2023-06-25 05:17
2224;4830910000000;193;2023-06-25 11:31
2225;3981380000000;169;2023-06-25 09:48
2226;6210250000000;129;2023-06-25 14:41
2227;7881940000000;183;2023-06-25 19:05
2228;1455200000000;115;2023-06-25 06:08
2229;7001480000000;113;2023-06-25 14:16
2230;6965850000000;191;2023-06-25 05:58
2231;5062190000000;131;2023-06-25 15:40
2232;3781940000000;108;2023-06-25 10:39
2233;9265220000000;110;2023-06-25 13:15
2234;9150210000000;174;2023-06-25 10:46
2235;9008980000000;198;2023-06-25 14:12
2236;5688100000000;129;2023-06-25 09:31
2237;4059940000000;125;2023-06-25 07:50
2238;6018400000000;162;2023-06-25 19:07
2239;6803840000000;126;2023-06-25 05:29
2240;9243280000000;180;2023-06-25 19:14
2241;8604780000000;127;2023-06-25 12:18
2242;2431560000000;156;2023-06-25 15:43
2243;9765240000000;150;2023-06-25 05:18
2244;4106020000000;142;2023-06-25 13:55
2245;6442930000000;188;2023-06-25 14:32
2246;5703330000000;132;2023-06-25 14:12
2247;4697770000000;184;2023-06-25 05:20
2248;3644540000000;136;2023-06-25 15:08
2249;5867470000000;155;2023-06-25 07:15
2250;6892570000000;195;2023-06-25 06:36
2251;2870090000000;135;2023-06-25 06:49
2252;5359990000000;163;2023-06-25 18:00
2253;2455210000000;165;2023-06-25 10:55
2254;3591230000000;120;2023-06-25 06:53
2255;9814830000000;163;2023-06-25 18:37
2256;9658050000000;119;2023-06-25 07:07
2257;6316320000000;135;2023-06-25 07:01
2258;9367130000000;108;2023-06-25 11:09
2259;9074570000000;149;2023-06-25 05:22
2260;1043520000000;100;2023-06-25 16:33
2261;4922000000000;123;2023-06-25 15:12
2262;4256780000000;118;2023-06-25 18:48
2263;4954930000000;119;2023-06-25 17:43
2264;7981220000000;125;2023-06-25 12:14
2265;3353380000000;185;2023-06-25 13:21
2266;9967610000000;190;2023-06-25 09:21
2267;2506690000000;103;2023-06-25 14:14
2268;6811140000000;170;2023-06-25 14:20
2269;1843200000000;200;2023-06-25 16:56
2270;1216060000000;155;2023-06-25 06:44
2271;9304890000000;123;2023-06-25 05:40
2272;6099430000000;111;2023-06-25 12:09
2273;4574050000000;111;2023-06-25 05:52
2274;2999460000000;132;2023-06-25 17:38
2275;9424250000000;162;2023-06-25 16:34
2276;7187630000000;158;2023-06-25 12:49
2277;4926240000000;173;2023-06-25 09:49
2278;6454700000000;173;2023-06-25 05:33
2279;8948500000000;149;2023-06-25 06:40
2280;7340000000000;198;2023-06-25 16:52
2281;3121100000000;129;2023-06-25 05:14
2282;7268050000000;115;2023-06-25 13:01
2283;6032540000000;114;2023-06-25 19:22
2284;8052650000000;100;2023-06-25 08:06
2285;9413410000000;137;2023-06-25 05:07
2286;4947980000000;137;2023-06-25 10:24
2287;7655260000000;194;2023-06-25 14:08
2288;1678360000000;102;2023-06-25 14:58
2289;5166420000000;116;2023-06-25 07:39
2290;4757170000000;173;2023-06-25 19:17
2291;2054030000000;115;2023-06-25 09:37
2292;7278790000000;123;2023-06-25 13:17
2293;1665290000000;146;2023-06-25 17:08
2294;7438100000000;104;2023-06-25 10:35
2295;7855390000000;126;2023-06-25 17:59
2296;3594330000000;171;2023-06-25 07:44
2297;9954880000000;196;2023-06-25 07:19
2298;7027360000000;136;2023-06-25 12:10
2299;3073430000000;158;2023-06-25 05:39
2300;3677740000000;186;2023-06-25 12:27
2301;7107940000000;199;2023-06-25 09:11
2302;8510240000000;165;2023-06-25 10:57
2303;7381880000000;125;2023-06-25 08:14
2304;5329820000000;187;2023-06-25 05:51
2305;3715090000000;168;2023-06-25 16:42
2306;9349250000000;101;2023-06-25 06:26
2307;8983030000000;163;2023-06-25 09:47
2308;8154390000000;141;2023-06-25 15:59
2309;8645940000000;181;2023-06-25 18:41
